"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"34750","XM_022486042.1",NA,NA,NA,"serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform-like","LOC111135732","cvn:111135732"
"34751","XM_022486043.1",NA,NA,NA,"relaxin receptor 1-like","LOC111135730","cvn:111135730"
"34752","XM_022486045.1",NA,NA,NA,"uncharacterized","LOC111135734","cvn:111135734"
"34753","XM_022486046.1",NA,NA,NA,"golgin subfamily A member 3-like","LOC111135735","cvn:111135735"
"34754","XM_022486047.1",NA,NA,NA,"golgin subfamily A member 3-like","LOC111135735","cvn:111135735"
"34755","XM_022486048.1",NA,NA,NA,"golgin subfamily A member 3-like","LOC111135735","cvn:111135735"
"34756","XM_022486049.1",NA,NA,NA,"DIS3-like exonuclease 2","LOC111135736","cvn:111135736"
"34757","XM_022486050.1",NA,NA,NA,"DIS3-like exonuclease 2","LOC111135736","cvn:111135736"
"34758","XM_022486051.1",NA,NA,NA,"DIS3-like exonuclease 2","LOC111135736","cvn:111135736"
"34759","XM_022486052.1",NA,NA,NA,"DIS3-like exonuclease 2","LOC111135736","cvn:111135736"
"34760","XM_022486053.1",NA,NA,NA,"DIS3-like exonuclease 2","LOC111135736","cvn:111135736"
"34761","XM_022486055.1",NA,NA,NA,"solute carrier family 12 member 9-like","LOC111135738","cvn:111135738"
"34762","XM_022486056.1",NA,NA,NA,"leucine-rich repeat-containing protein 47-like","LOC111135739","cvn:111135739"
"34763","XM_022486057.1",NA,NA,NA,"cytochrome P450 4F22-like","LOC111135740","cvn:111135740"
"34764","XM_022486058.1",NA,NA,NA,"cytochrome P450 4F22-like","LOC111135741","cvn:111135741"
"34765","XM_022486059.1",NA,NA,NA,"TWiK family of potassium channels protein 7-like","LOC111135742","cvn:111135742"
"34766","XM_022486060.1",NA,NA,NA,"TWiK family of potassium channels protein 7-like","LOC111135742","cvn:111135742"
"34767","XM_022486061.1",NA,NA,NA,"TWiK family of potassium channels protein 7-like","LOC111135742","cvn:111135742"
"34768","XM_022486062.1",NA,NA,NA,"TWiK family of potassium channels protein 7-like","LOC111135742","cvn:111135742"
"34769","XM_022486064.1",NA,NA,NA,"uncharacterized","LOC111135743","cvn:111135743"
"34770","XM_022486068.1",NA,NA,NA,"uncharacterized","LOC111135745","cvn:111135745"
"34771","XM_022486069.1",NA,NA,NA,"forkhead box protein J3-like","LOC111135746","cvn:111135746"
"34772","XM_022486073.1",NA,NA,NA,"uncharacterized","LOC111135743","cvn:111135743"
"34773","XM_022486074.1",NA,NA,NA,"solute carrier family 12 member 9-like","LOC111135748","cvn:111135748"
"34774","XM_022486077.1",NA,NA,NA,"uncharacterized","LOC111135751","cvn:111135751"
"34775","XM_022486078.1",NA,NA,NA,"uncharacterized","LOC111135753","cvn:111135753"
"34776","XM_022486079.1",NA,NA,NA,"endoglucanase 4-like","LOC111135754","cvn:111135754"
"34777","XM_022486085.1",NA,NA,NA,"tyrosine-protein kinase HTK16-like","LOC111135759","cvn:111135759"
"34778","XM_022486086.1",NA,NA,NA,"uncharacterized","LOC111135760","cvn:111135760"
"34779","XM_022486087.1",NA,NA,NA,"group XV phospholipase A2-like","LOC111135761","cvn:111135761"
"34780","XM_022486089.1",NA,NA,NA,"beta-1,3-glucan-binding protein-like","LOC111135763","cvn:111135763"
"34781","XM_022486090.1",NA,NA,NA,"importin subunit alpha-2-like","LOC111135764","cvn:111135764"
"34782","XM_022486092.1",NA,NA,NA,"caspase-6-like","LOC111135767","cvn:111135767"
"34783","XM_022486093.1",NA,NA,NA,"caspase-6-like","LOC111135767","cvn:111135767"
"34784","XM_022486094.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34785","XM_022486095.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34786","XM_022486097.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34787","XM_022486098.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34788","XM_022486099.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34789","XM_022486100.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34790","XM_022486101.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34791","XM_022486102.1",NA,NA,NA,"uncharacterized","LOC111135768","cvn:111135768"
"34792","XM_022486103.1",NA,NA,NA,"uncharacterized","LOC111135769","cvn:111135769"
"34793","XM_022486104.1",NA,NA,NA,"uncharacterized","LOC111135769","cvn:111135769"
"34794","XM_022486105.1",NA,NA,NA,"serine-protein kinase ATM-like","LOC111135770","cvn:111135770"
"34795","XM_022486108.1",NA,NA,NA,"argininosuccinate lyase-like","LOC111135773","cvn:111135773"
"34796","XM_022486109.1",NA,NA,NA,"argininosuccinate lyase-like","LOC111135773","cvn:111135773"
"34797","XM_022486111.1",NA,NA,NA,"uncharacterized","LOC111135775","cvn:111135775"
"34798","XM_022486112.1",NA,NA,NA,"xylulose kinase-like","LOC111135776","cvn:111135776"
"34799","XM_022486113.1",NA,NA,NA,"mitotic checkpoint protein BUB3-like","LOC111135777","cvn:111135777"
"34800","XM_022486114.1",NA,NA,NA,"mitotic checkpoint protein BUB3-like","LOC111135777","cvn:111135777"
"34801","XM_022486115.1",NA,NA,NA,"uncharacterized","LOC111135779","cvn:111135779"
"34802","XM_022486116.1",NA,NA,NA,"uncharacterized","LOC111135779","cvn:111135779"
"34803","XM_022486117.1",NA,NA,NA,"uncharacterized","LOC111135779","cvn:111135779"
"34804","XM_022486118.1",NA,NA,NA,"uncharacterized","LOC111133737","cvn:111133737"
"34805","XM_022486120.1",NA,NA,NA,"uncharacterized","LOC111135779","cvn:111135779"
"34806","XM_022486121.1",NA,NA,NA,"uncharacterized","LOC111135780","cvn:111135780"
"34807","XM_022486122.1",NA,NA,NA,"uncharacterized","LOC111135780","cvn:111135780"
"34808","XM_022486123.1",NA,NA,NA,"uncharacterized","LOC111135780","cvn:111135780"
"34809","XM_022486124.1",NA,NA,NA,"uncharacterized","LOC111135782","cvn:111135782"
"34810","XM_022486128.1",NA,NA,NA,"ras-related and estrogen-regulated growth inhibitor-like","LOC111135781","cvn:111135781"
"34811","XM_022486139.1",NA,NA,NA,"ras-related and estrogen-regulated growth inhibitor-like","LOC111135781","cvn:111135781"
"34812","XM_022486142.1",NA,NA,NA,"ecto-NOX disulfide-thiol exchanger 2-like","LOC111135786","cvn:111135786"
"34813","XM_022486143.1",NA,NA,NA,"ecto-NOX disulfide-thiol exchanger 2-like","LOC111135786","cvn:111135786"
"34814","XM_022486144.1",NA,NA,NA,"matrix metallopeptidase-21-like","LOC111135787","cvn:111135787"
"34815","XM_022486145.1",NA,NA,NA,"matrix metallopeptidase-21-like","LOC111135787","cvn:111135787"
"34816","XM_022486146.1",NA,NA,NA,"matrix metallopeptidase-21-like","LOC111135787","cvn:111135787"
"34817","XM_022486147.1",NA,NA,NA,"matrix metallopeptidase-21-like","LOC111135787","cvn:111135787"
"34818","XM_022486148.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34819","XM_022486148.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34820","XM_022486149.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34821","XM_022486149.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34822","XM_022486150.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34823","XM_022486150.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34824","XM_022486151.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34825","XM_022486151.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34826","XM_022486152.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34827","XM_022486152.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34828","XM_022486153.1",NA,NA,NA,"cullin-associated NEDD8-dissociated protein 1-like","LOC111135788","cvn:111135788"
"34829","XM_022486154.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34830","XM_022486154.1",NA,NA,NA,"arginine-glutamic acid dipeptide repeats protein-like","LOC111135789","cvn:111135789"
"34831","XM_022486155.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111135790","cvn:111135790"
"34832","XM_022486156.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111135790","cvn:111135790"
"34833","XM_022486157.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111135790","cvn:111135790"
"34834","XM_022486158.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111135790","cvn:111135790"
"34835","XM_022486159.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111135790","cvn:111135790"
"34836","XM_022486160.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111135790","cvn:111135790"
"34837","XM_022486166.1",NA,NA,NA,"centrosomal protein of 70 kDa-like","LOC111135793","cvn:111135793"
"34838","XM_022486172.1",NA,NA,NA,"helicase with zinc finger domain 2-like","LOC111135795","cvn:111135795"
"34839","XM_022486173.1",NA,NA,NA,"helicase with zinc finger domain 2-like","LOC111135795","cvn:111135795"
"34840","XM_022486174.1",NA,NA,NA,"short transient receptor potential channel 4-associated protein-like","LOC111135796","cvn:111135796"
"34841","XM_022486175.1",NA,NA,NA,"short transient receptor potential channel 4-associated protein-like","LOC111135796","cvn:111135796"
"34842","XM_022486176.1",NA,NA,NA,"replication factor C subunit 4-like","LOC111135799","cvn:111135799"
"34843","XM_022486177.1",NA,NA,NA,"replication factor C subunit 4-like","LOC111135799","cvn:111135799"
"34844","XM_022486178.1",NA,NA,NA,"fas apoptotic inhibitory molecule 1-like","LOC111135797","cvn:111135797"
"34845","XM_022486180.1",NA,NA,NA,"DNA repair protein complementing XP-G cells homolog","LOC111135801","cvn:111135801"
"34846","XM_022486181.1",NA,NA,NA,"DNA repair protein complementing XP-G cells homolog","LOC111135801","cvn:111135801"
"34847","XM_022486182.1",NA,NA,NA,"H/ACA ribonucleoprotein complex subunit 4-like","LOC111135802","cvn:111135802"
"34848","XM_022486183.1",NA,NA,NA,"Y+L amino acid transporter 2-like","LOC111135803","cvn:111135803"
"34849","XM_022486190.1",NA,NA,NA,"uncharacterized","LOC111135806","cvn:111135806"
"34850","XM_022486191.1",NA,NA,NA,"uncharacterized","LOC111135809","cvn:111135809"
"34851","XM_022486192.1",NA,NA,NA,"ganglioside-induced differentiation-associated protein 1-like","LOC111135810","cvn:111135810"
"34852","XM_022486193.1",NA,NA,NA,"ganglioside-induced differentiation-associated protein 1-like","LOC111135810","cvn:111135810"
"34853","XM_022486195.1",NA,NA,NA,"uncharacterized","LOC111135806","cvn:111135806"
"34854","XM_022486196.1",NA,NA,NA,"ATP-dependent RNA helicase DDX1-like","LOC111135819","cvn:111135819"
"34855","XM_022486197.1",NA,NA,NA,"cysteinyl leukotriene receptor 2-like","LOC111135820","cvn:111135820"
"34856","XM_022486199.1",NA,NA,NA,"uncharacterized","LOC111135822","cvn:111135822"
"34857","XM_022486200.1",NA,NA,NA,"uncharacterized","LOC111135822","cvn:111135822"
"34858","XM_022486208.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34859","XM_022486209.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34860","XM_022486210.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34861","XM_022486211.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34862","XM_022486212.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34863","XM_022486214.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34864","XM_022486215.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34865","XM_022486216.1",NA,NA,NA,"D-glucuronyl C5-epimerase-like","LOC111135825","cvn:111135825"
"34866","XM_022486217.1",NA,NA,NA,"sodium-coupled monocarboxylate transporter 1-like","LOC111135826","cvn:111135826"
"34867","XM_022486220.1",NA,NA,NA,"V-type proton ATPase subunit d 1-like","LOC111135828","cvn:111135828"
"34868","XM_022486223.1",NA,NA,NA,"PHD finger protein 12-like","LOC111135830","cvn:111135830"
"34869","XM_022486224.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111135831","cvn:111135831"
"34870","XM_022486225.1",NA,NA,NA,"alpha-ketoglutarate-dependent dioxygenase alkB homolog 4-like","LOC111135832","cvn:111135832"
"34871","XM_022486226.1",NA,NA,NA,"alpha-ketoglutarate-dependent dioxygenase alkB homolog 4-like","LOC111135832","cvn:111135832"
"34872","XM_022486227.1",NA,NA,NA,"leucine-rich repeat and WD repeat-containing protein 1-like","LOC111135833","cvn:111135833"
"34873","XM_022486228.1",NA,NA,NA,"DNA polymerase lambda-like","LOC111135834","cvn:111135834"
"34874","XM_022486229.1",NA,NA,NA,"DNA polymerase lambda-like","LOC111135834","cvn:111135834"
"34875","XM_022486230.1",NA,NA,NA,"uncharacterized","LOC111135836","cvn:111135836"
"34876","XM_022486231.1",NA,NA,NA,"uncharacterized","LOC111135837","cvn:111135837"
"34877","XM_022486232.1",NA,NA,NA,"ankyrin repeat domain-containing protein 17-like","LOC111135838","cvn:111135838"
"34878","XM_022486233.1",NA,NA,NA,"F-box only protein 9-like","LOC111135835","cvn:111135835"
"34879","XM_022486234.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135839","cvn:111135839"
"34880","XM_022486235.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135839","cvn:111135839"
"34881","XM_022486236.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135839","cvn:111135839"
"34882","XM_022486237.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135839","cvn:111135839"
"34883","XM_022486238.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135839","cvn:111135839"
"34884","XM_022486239.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135839","cvn:111135839"
"34885","XM_022486240.1",NA,NA,NA,"probable delta-1-pyrroline-5-carboxylate synthase","LOC111135840","cvn:111135840"
"34886","XM_022486241.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34887","XM_022486241.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34888","XM_022486242.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34889","XM_022486242.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34890","XM_022486243.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34891","XM_022486243.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34892","XM_022486244.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34893","XM_022486244.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34894","XM_022486245.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34895","XM_022486245.1",NA,NA,NA,"L-fucose kinase-like","LOC111135841","cvn:111135841"
"34896","XM_022486246.1",NA,NA,NA,"neuronal acetylcholine receptor subunit alpha-9-like","LOC111135843","cvn:111135843"
"34897","XM_022486248.1",NA,NA,NA,"tripeptidyl-peptidase 2-like","LOC111135844","cvn:111135844"
"34898","XM_022486249.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34899","XM_022486250.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34900","XM_022486251.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34901","XM_022486252.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34902","XM_022486253.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34903","XM_022486254.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34904","XM_022486255.1",NA,NA,NA,"basement membrane-specific heparan sulfate proteoglycan core protein-like","LOC111135845","cvn:111135845"
"34905","XM_022486260.1",NA,NA,NA,"large neutral amino acids transporter small subunit 1-like","LOC111135847","cvn:111135847"
"34906","XM_022486261.1",NA,NA,NA,"trifunctional nucleotide phosphoesterase protein YfkN-like","LOC111135848","cvn:111135848"
"34907","XM_022486263.1",NA,NA,NA,"ATP-dependent RNA helicase A-like","LOC111135850","cvn:111135850"
"34908","XM_022486276.1",NA,NA,NA,"cytochrome P450 4F6-like","LOC111135856","cvn:111135856"
"34909","XM_022486277.1",NA,NA,NA,"F-box/WD repeat-containing protein 1A-like","LOC111135857","cvn:111135857"
"34910","XM_022486278.1",NA,NA,NA,"exocyst complex component 6B-like","LOC111135858","cvn:111135858"
"34911","XM_022486279.1",NA,NA,NA,"exocyst complex component 6B-like","LOC111135858","cvn:111135858"
"34912","XM_022486280.1",NA,NA,NA,"exocyst complex component 6B-like","LOC111135858","cvn:111135858"
"34913","XM_022486281.1",NA,NA,NA,"exocyst complex component 6B-like","LOC111135858","cvn:111135858"
"34914","XM_022486283.1",NA,NA,NA,"dopamine receptor 1-like","LOC111135860","cvn:111135860"
"34915","XM_022486289.1",NA,NA,NA,"hemocyte protein-glutamine gamma-glutamyltransferase-like","LOC111135863","cvn:111135863"
"34916","XM_022486289.1",NA,NA,NA,"hemocyte protein-glutamine gamma-glutamyltransferase-like","LOC111135863","cvn:111135863"
"34917","XM_022486292.1",NA,NA,NA,"dysbindin-like","LOC111135866","cvn:111135866"
"34918","XM_022486293.1",NA,NA,NA,"dysbindin-like","LOC111135866","cvn:111135866"
"34919","XM_022486295.1",NA,NA,NA,"protein arginine N-methyltransferase 7-like","LOC111135867","cvn:111135867"
"34920","XM_022486296.1",NA,NA,NA,"ribonuclease P protein subunit p29-like","LOC111135868","cvn:111135868"
"34921","XM_022486297.1",NA,NA,NA,"ribonuclease P protein subunit p29-like","LOC111135868","cvn:111135868"
"34922","XM_022486298.1",NA,NA,NA,"ribonuclease P protein subunit p29-like","LOC111135868","cvn:111135868"
"34923","XM_022486299.1",NA,NA,NA,"coactosin-like protein","LOC111135869","cvn:111135869"
"34924","XM_022486306.1",NA,NA,NA,"uncharacterized","LOC111135873","cvn:111135873"
"34925","XM_022486308.1",NA,NA,NA,"uncharacterized","LOC111135873","cvn:111135873"
"34926","XM_022486309.1",NA,NA,NA,"uncharacterized","LOC111135874","cvn:111135874"
"34927","XM_022486310.1",NA,NA,NA,"uncharacterized","LOC111135874","cvn:111135874"
"34928","XM_022486312.1",NA,NA,NA,"probable E3 ubiquitin-protein ligase hulA","LOC111135875","cvn:111135875"
"34929","XM_022486313.1",NA,NA,NA,"probable E3 ubiquitin-protein ligase hulA","LOC111135875","cvn:111135875"
"34930","XM_022486314.1",NA,NA,NA,"uncharacterized","LOC111135876","cvn:111135876"
"34931","XM_022486316.1",NA,NA,NA,"uncharacterized","LOC111135879","cvn:111135879"
"34932","XM_022486317.1",NA,NA,NA,"ubiquitin conjugation factor E4 B-like","LOC111135880","cvn:111135880"
"34933","XM_022486318.1",NA,NA,NA,"transcription factor 25-like","LOC111135881","cvn:111135881"
"34934","XM_022486319.1",NA,NA,NA,"ras and EF-hand domain-containing protein homolog","LOC111135878","cvn:111135878"
"34935","XM_022486320.1",NA,NA,NA,"uncharacterized","LOC111135882","cvn:111135882"
